Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.009990068 -0.15377082 1.7845746,0.01909273 -0.3178512 1.7219186,0.023296673 -0.44973087 1.6733513,0.024428425 -0.6556164 1.6149105,0.03327388 -0.63056976 1.655273,0.11023542 -0.63230985 1.7733111,0.3385126 -0.4855523 1.7495778,0.48406392 -0.43736377 1.57996,0.49651766 -0.3526753 1.5389282,0.44340292 -0.2632687 1.5619884,0.47403318 -0.35602713 1.4737267,0.013268585 -0.612834 1.5945578,0.021305053 -0.54710466 1.4831022,0.27586904 -0.43655896 1.4783155,0.49907076 -0.4315718 1.5396796,0.5840127 -0.4338684 1.482881,0.67948306 -0.47644907 1.4769822,0.58974457 -0.46478167 1.4571978,0.05292152 -0.17985328 1.859115,0.10012041 0.19335975 1.9784166,0.010309443 0.5408436 2.094353,0.13321726 0.6663676 2.151306,-0.028723111 -0.13025112 1.7173582,-0.024825966 0.263098 1.7433348,-0.06499519 0.6350806 1.8159729,0.032389283 0.76580894 1.7680441,0.03745139 -0.7308788 1.5894045,0.17937617 -0.80013734 1.5770179,0.1414592 -0.8258102 1.6078033,0.041767776 -0.78990793 1.6740645,0.14046416 -0.82576424 1.5562717,0.02221132 -0.7987214 1.5119168
0.010026319 -0.15548095 1.7839007,0.019088812 -0.31961071 1.7210699,0.02301864 -0.45158088 1.6724793,0.022986902 -0.6574789 1.6135991,0.031780764 -0.6325619 1.6540881,0.106875286 -0.63719904 1.773346,0.337763 -0.49323118 1.757055,0.49145263 -0.44085455 1.5958815,0.5013999 -0.35788253 1.5507325,0.4477634 -0.2671209 1.5664061,0.47479397 -0.36450088 1.4855003,0.012256368 -0.61455 1.5932537,0.020906813 -0.54953253 1.4813364,0.27645248 -0.4407694 1.4788338,0.49982485 -0.43465567 1.5400031,0.58412313 -0.4351232 1.4821004,0.67994124 -0.47680408 1.4745272,0.5894306 -0.46530873 1.4554293,0.052897185 -0.18167254 1.8585032,0.099732615 0.19190344 1.9776013,0.010508925 0.5395425 2.0942657,0.13422003 0.66453195 2.151017,-0.028632225 -0.13186283 1.7166283,-0.024173388 0.26163238 1.7438881,-0.06455515 0.6334839 1.8182681,0.033224672 0.7650838 1.7732539,0.035616297 -0.7328305 1.5880052,0.17739618 -0.80294037 1.577698,0.13877764 -0.8285473 1.6077166,0.03812114 -0.7923396 1.6724781,0.13866833 -0.8282398 1.5561452,0.021290205 -0.8002342 1.5098782
0.010036983 -0.15550584 1.7838653,0.019105207 -0.31964427 1.7210463,0.023038926 -0.45162153 1.6724657,0.023006203 -0.65753126 1.6136079,0.031793125 -0.6326096 1.6540967,0.10683148 -0.63728774 1.7733922,0.33779436 -0.49340993 1.7572635,0.49164498 -0.44101527 1.5962418,0.50218004 -0.35844892 1.5504818,0.44888473 -0.26732466 1.5652034,0.4765733 -0.36610678 1.4849402,0.012282733 -0.6146029 1.5932547,0.020961665 -0.54961693 1.4813176,0.2765258 -0.44087958 1.4788533,0.49988872 -0.43476185 1.5400774,0.58420265 -0.43525076 1.4821935,0.6800228 -0.47693914 1.4746534,0.5895137 -0.4654435 1.4555308,0.052907847 -0.18169098 1.8584727,0.09969658 0.19195358 1.9774048,0.010445014 0.5396041 2.0940425,0.13419427 0.66468567 2.1505213,-0.028621562 -0.13189355 1.7165886,-0.024183573 0.26161346 1.7438163,-0.064589195 0.6334767 1.8181707,0.033193402 0.7650815 1.7731618,0.035636418 -0.73288846 1.5880246,0.17743693 -0.80297416 1.5777795,0.13881154 -0.8285845 1.6077887,0.038122214 -0.7923854 1.6725097,0.13872086 -0.828285 1.556216,0.021351308 -0.8003086 1.5099009
0.0100370385 -0.15550743 1.7838598,0.019105908 -0.3196466 1.7210407,0.023040365 -0.45162433 1.6724596,0.023004154 -0.6575319 1.6135911,0.031790674 -0.6326124 1.6540817,0.1068228 -0.63730526 1.7733814,0.3377974 -0.49344087 1.7572811,0.49166733 -0.44103593 1.5962797,0.5022839 -0.3585273 1.5504338,0.44903728 -0.2673523 1.5650203,0.47680715 -0.36633006 1.4848517,0.012282206 -0.6146021 1.5932398,0.020968646 -0.54961073 1.4813058,0.27653995 -0.44088653 1.4788699,0.49990058 -0.43478674 1.5401078,0.58421814 -0.43527308 1.4822283,0.68003714 -0.47696537 1.4746888,0.5895293 -0.46546307 1.4555622,0.052907784 -0.18169259 1.8584677,0.09969191 0.19195636 1.9773935,0.01043459 0.5396066 2.094033,0.13418281 0.6646944 2.1505024,-0.028621398 -0.13189512 1.7165827,-0.024188178 0.2616138 1.7438079,-0.064598285 0.6334785 1.818161,0.033183917 0.76508486 1.7731528,0.03563325 -0.73288846 1.5880042,0.17744523 -0.80294156 1.5776845,0.13883659 -0.8285688 1.6077013,0.038163997 -0.79240954 1.6724716,0.13872609 -0.8282544 1.5561284,0.02133239 -0.80028933 1.5098662
0.010911384 -0.15637049 1.7819651,0.019989349 -0.3204517 1.7191257,0.023775922 -0.45241588 1.6706033,0.022681396 -0.6582032 1.6115296,0.03150988 -0.63338494 1.652058,0.10566971 -0.6380484 1.7718593,0.33736607 -0.49562582 1.7545701,0.4950611 -0.44791508 1.5959128,0.5335429 -0.39741328 1.5252997,0.46630162 -0.31593773 1.5113275,0.5370852 -0.44942734 1.4741827,0.012264905 -0.61520106 1.5912029,0.021301948 -0.5509949 1.4788837,0.27696952 -0.44267905 1.4766957,0.5002936 -0.4357544 1.5377485,0.5848013 -0.4360357 1.4801934,0.680773 -0.47747013 1.4736198,0.59051406 -0.46570158 1.4539529,0.053723823 -0.18257435 1.8565714,0.099525064 0.19175388 1.9733802,0.010200158 0.53890085 2.0911405,0.1337539 0.66411173 2.1476042,-0.027694479 -0.13274129 1.7146894,-0.023305649 0.2606427 1.7422227,-0.06422671 0.63220465 1.8172921,0.03322748 0.7647666 1.7746054,0.03492973 -0.7335855 1.5859003,0.17769799 -0.8010712 1.5726999,0.13997127 -0.8277091 1.6029308,0.039674215 -0.79406923 1.6695513,0.13911356 -0.8267652 1.5513862,0.02064415 -0.8002398 1.5071582
0.017637491 -0.15562007 1.7711035,0.025878537 -0.32010573 1.7104634,0.026865536 -0.45278215 1.664841,0.02010712 -0.65997076 1.6134634,0.030135049 -0.63398457 1.6528211,0.103327386 -0.63761985 1.7728423,0.33320355 -0.49658746 1.7387013,0.4914534 -0.44476086 1.5827264,0.53666025 -0.39329162 1.5173037,0.4661036 -0.3139404 1.5124233,0.53490436 -0.44523293 1.460825,0.010375284 -0.6176027 1.5917985,0.017835556 -0.5567791 1.4778631,0.27127504 -0.4450757 1.4743737,0.4949541 -0.4191922 1.5261542,0.5827459 -0.4357129 1.476939,0.67850196 -0.47728652 1.472614,0.58689386 -0.46674252 1.4557728,0.060895752 -0.1808833 1.8455086,0.091516584 0.19308014 1.9651161,0.01164522 0.53588027 2.0983884,0.13184015 0.6662926 2.1484718,-0.021370385 -0.1328391 1.7040092,-0.026779566 0.2587214 1.7415551,-0.0647276 0.6297303 1.816128,0.028595962 0.7641969 1.7718723,0.030179713 -0.7363068 1.590472,0.17551287 -0.7956816 1.5720336,0.1391559 -0.8264319 1.5996796,0.037727088 -0.8033 1.6684487,0.13822022 -0.8211214 1.5485305,0.018925808 -0.7963905 1.506467
0.017584223 -0.15568124 1.7706357,0.025813121 -0.32022488 1.7100223,0.026674537 -0.45296818 1.6644826,0.019577434 -0.66028833 1.6134573,0.02971312 -0.6342404 1.6527616,0.10294613 -0.63789564 1.7727993,0.333933 -0.4992209 1.7360474,0.49053758 -0.45042515 1.5773728,0.5364221 -0.3975156 1.5135558,0.46695122 -0.31706554 1.5111078,0.5351122 -0.44637603 1.455869,0.009850509 -0.6179352 1.5917337,0.017032862 -0.5577992 1.477379,0.27036586 -0.44568884 1.4736384,0.494191 -0.4187801 1.5245191,0.5821545 -0.43541765 1.475597,0.6779975 -0.47694108 1.4721698,0.58680165 -0.46666142 1.4550968,0.060860895 -0.18093333 1.8450613,0.09114271 0.19339342 1.9639455,0.011400767 0.53638434 2.097074,0.1313231 0.6667128 2.1481905,-0.021440256 -0.13291034 1.7035229,-0.026729088 0.25873846 1.741211,-0.06479819 0.6297556 1.8161727,0.028298542 0.76465005 1.7725812,0.029520629 -0.7366943 1.5905707,0.17459352 -0.79634416 1.5706835,0.13856001 -0.82687414 1.5990163,0.03801529 -0.8031616 1.6689337,0.13697208 -0.82192117 1.5478344,0.01713764 -0.7973721 1.5071208
0.018800844 -0.15653723 1.769245,0.02694207 -0.3205814 1.7074056,0.027356414 -0.45301497 1.6610727,0.02001643 -0.659925 1.6086594,0.030056674 -0.63416624 1.6481634,0.100326926 -0.6388989 1.7698814,0.33215618 -0.5001651 1.7397566,0.48936015 -0.45265266 1.5813674,0.52061594 -0.43478793 1.4937497,0.46644735 -0.34392363 1.504152,0.5364251 -0.45109108 1.4633558,0.010462782 -0.6174187 1.5871863,0.014636803 -0.557399 1.4726578,0.26898965 -0.44795445 1.4796227,0.49125195 -0.4199783 1.5361978,0.57697266 -0.42951632 1.4817593,0.6712725 -0.473339 1.4715859,0.5820908 -0.46560067 1.4579911,0.06206674 -0.18236387 1.8434523,0.08815681 0.19221255 1.9622178,0.012890592 0.53548664 2.0969465,0.13195452 0.66594905 2.1495404,-0.02021392 -0.13324822 1.7023289,-0.027640618 0.2579044 1.7436113,-0.06357095 0.62923324 1.8175967,0.026355207 0.7650583 1.7705414,0.029882193 -0.7361795 1.5853093,0.17528178 -0.7965642 1.5711706,0.13845806 -0.826147 1.5994655,0.036160298 -0.80015767 1.6658878,0.13824174 -0.8227956 1.5481424,0.019609645 -0.7994071 1.5035146
0.019161092 -0.15566663 1.7646635,0.02857081 -0.31902406 1.7035359,0.028671581 -0.4512107 1.6585158,0.018273713 -0.657352 1.6077145,0.028574303 -0.63160926 1.6468834,0.09181667 -0.6391209 1.7715158,0.32407445 -0.5045746 1.7375027,0.48499364 -0.4546727 1.5852462,0.527571 -0.4393915 1.5025294,0.50159013 -0.33894244 1.5232006,0.52264553 -0.4503098 1.4587507,0.009476263 -0.6150483 1.5860366,0.012642851 -0.5556968 1.4718163,0.26696405 -0.44945312 1.4774987,0.48860365 -0.41419896 1.5276393,0.57660437 -0.43140426 1.4800533,0.67271084 -0.47055605 1.4734023,0.5806482 -0.46546474 1.4593054,0.06277605 -0.1807497 1.8384094,0.08412466 0.19209145 1.9574311,0.01539164 0.5336191 2.0951054,0.13366589 0.66433567 2.1457734,-0.020168433 -0.13304813 1.6981633,-0.02828566 0.25582474 1.7430398,-0.06127432 0.6255175 1.8173791,0.023426186 0.76275116 1.7676673,0.026960926 -0.7335453 1.585008,0.17198859 -0.78760564 1.5567886,0.13885301 -0.81940234 1.5866914,0.042068884 -0.7997839 1.661882,0.13426614 -0.8142423 1.5359691,0.012169242 -0.7938465 1.5023223
0.019992111 -0.15585038 1.7621766,0.029243544 -0.31962693 1.7020891,0.028138591 -0.45235562 1.6586477,0.017524306 -0.65909916 1.6102785,0.028201235 -0.63289785 1.6490482,0.08964544 -0.6412589 1.774544,0.32229382 -0.5093144 1.7334579,0.48229694 -0.45503914 1.581688,0.5312648 -0.43939504 1.5026425,0.5218709 -0.3398763 1.5373278,0.5231483 -0.44963375 1.4572316,0.00842948 -0.61704993 1.5882174,0.013734997 -0.5580442 1.473878,0.2670996 -0.44933444 1.4767135,0.48858505 -0.4034379 1.5183403,0.5777876 -0.43099117 1.4784524,0.6747186 -0.46844944 1.4742478,0.5789402 -0.46509868 1.4607828,0.06477043 -0.18021478 1.8354794,0.08605701 0.19237985 1.9554518,0.015664496 0.5315164 2.0982392,0.13301106 0.6639507 2.1466408,-0.02038647 -0.13387993 1.6960763,-0.03056968 0.25520656 1.7390957,-0.06560798 0.6243013 1.8156903,0.018958338 0.7621778 1.7674752,0.026090737 -0.7355412 1.5883375,0.17209308 -0.7898735 1.5662066,0.13770774 -0.8215602 1.5947998,0.037937537 -0.80163383 1.6659238,0.13521194 -0.81650895 1.5439141,0.014611684 -0.7960184 1.5052382
0.019933783 -0.15539499 1.7642262,0.029043678 -0.31990534 1.7059702,0.02814919 -0.4531377 1.6639297,0.018960096 -0.65968966 1.6141412,0.029771663 -0.6336616 1.6530113,0.09140618 -0.63998085 1.7785883,0.32240808 -0.507343 1.730425,0.48680198 -0.45386377 1.5830075,0.54069144 -0.44096646 1.506675,0.5537137 -0.35147423 1.5616728,0.5245058 -0.45071566 1.4601393,0.009266734 -0.6175535 1.592467,0.0129818395 -0.5580683 1.4782622,0.26653987 -0.44981265 1.4703764,0.4900333 -0.40293616 1.4984071,0.5831912 -0.4377237 1.4777669,0.6820729 -0.46985728 1.4740378,0.5809536 -0.4656697 1.4591821,0.06542139 -0.17880315 1.8374422,0.08883489 0.19343176 1.9585814,0.014528111 0.5340081 2.0962124,0.13377467 0.6629413 2.149429,-0.021084394 -0.13428682 1.6982042,-0.030046701 0.2551521 1.7395309,-0.06437297 0.62480956 1.8143748,0.019750886 0.76349723 1.7675226,0.02801792 -0.73591655 1.5915556,0.17192706 -0.7926908 1.5625249,0.13823555 -0.8240352 1.5923326,0.042034052 -0.80298513 1.667982,0.13360247 -0.81844497 1.5416352,0.011779457 -0.79538894 1.5084792
0.019943213 -0.15541175 1.7642604,0.029054359 -0.31991568 1.7059658,0.028174423 -0.4531411 1.6638846,0.019007575 -0.6596802 1.6140031,0.029798856 -0.6336676 1.6528914,0.09133049 -0.6401961 1.7785143,0.3223702 -0.5074546 1.7307594,0.48713136 -0.4538837 1.5837718,0.5415508 -0.4411269 1.507788,0.5541369 -0.3514707 1.5626281,0.5256783 -0.4510963 1.4611804,0.009326667 -0.6175331 1.5923401,0.013023589 -0.5580869 1.4781086,0.2665302 -0.44969207 1.4701023,0.48999473 -0.4025637 1.498015,0.5831784 -0.43733215 1.4774395,0.68208426 -0.46941507 1.4738021,0.58096504 -0.46535403 1.458926,0.065420575 -0.17883979 1.8374807,0.08888651 0.19336505 1.9587525,0.01471702 0.5339698 2.096427,0.13407591 0.6626929 2.149925,-0.021065729 -0.13428566 1.6982344,-0.029995896 0.25515014 1.739744,-0.064357184 0.624771 1.8148279,0.019756958 0.7635069 1.7680773,0.028076407 -0.7359008 1.5913897,0.17227557 -0.79258025 1.5636058,0.13839342 -0.823888 1.5932394,0.041588984 -0.80275416 1.6681004,0.1341404 -0.81843626 1.5424916,0.012541853 -0.795613 1.5083458
0.015502703 -0.15417962 1.7664176,0.025176294 -0.3194422 1.7087033,0.024346082 -0.4534006 1.667488,0.017440407 -0.6605911 1.6170752,0.029894251 -0.6343594 1.6555045,0.10747111 -0.63901895 1.7725266,0.33534354 -0.49904576 1.725347,0.45020756 -0.45756316 1.5329053,0.53561294 -0.4442576 1.4943959,0.5555501 -0.36534303 1.562587,0.5456252 -0.44491675 1.4478765,0.005394046 -0.6184997 1.5961612,-0.00038958946 -0.5590885 1.4815388,0.255035 -0.45325163 1.4706863,0.4788347 -0.4330655 1.5233939,0.571258 -0.4379669 1.4807954,0.6727101 -0.46219414 1.4770571,0.5799834 -0.46549362 1.4596673,0.062325988 -0.17691022 1.8393539,0.089813225 0.19657189 1.959867,0.013299324 0.53923243 2.094351,0.1382265 0.6616369 2.1518128,-0.026719913 -0.13368243 1.7006478,-0.029940508 0.25730905 1.7400198,-0.06615563 0.62710094 1.819321,0.022924356 0.76206124 1.768928,0.027107336 -0.7367195 1.5935215,0.17337453 -0.78939015 1.5658355,0.14009717 -0.8219956 1.5950736,0.042084552 -0.80416644 1.6698747,0.13593473 -0.81613153 1.5442007,0.01354935 -0.7961766 1.5095454
0.013505587 -0.1555224 1.7674834,0.02349333 -0.3209375 1.7103919,0.024548342 -0.45471632 1.6687167,0.017463483 -0.66156137 1.6171421,0.029426964 -0.6355925 1.6558897,0.09813816 -0.64317536 1.7781427,0.33958828 -0.51916736 1.7724499,0.49713564 -0.49527034 1.6095667,0.5324835 -0.46932456 1.5257388,0.5474281 -0.36924335 1.5578324,0.529843 -0.45069438 1.4863007,0.0059531396 -0.6193165 1.5962628,-0.0003736746 -0.55554646 1.4840724,0.25648794 -0.45616576 1.458198,0.48437572 -0.4239189 1.474732,0.57931703 -0.46065968 1.4781916,0.6789126 -0.49171266 1.480346,0.5851298 -0.47838277 1.4516126,0.060284488 -0.17790857 1.8405278,0.08984982 0.196632 1.9568815,0.017118618 0.5384896 2.0951989,0.13718651 0.66636777 2.15093,-0.028677007 -0.13533582 1.7016159,-0.026942998 0.2562598 1.7333952,-0.0666005 0.6250953 1.8150283,0.022421747 0.7616153 1.7690672,0.027139794 -0.737596 1.5933568,0.17527764 -0.79034096 1.5793608,0.1395749 -0.82263404 1.6059386,0.035349347 -0.80405986 1.6715441,0.13992122 -0.8174026 1.5548406,0.021094218 -0.79808664 1.5092732
0.0069108335 -0.15162626 1.7725699,0.018770233 -0.3171909 1.7145646,0.023489945 -0.4507617 1.6710186,0.018290233 -0.65781534 1.6172941,0.029354665 -0.63207066 1.6566441,0.09666851 -0.64068127 1.7801139,0.3435373 -0.52626634 1.7920607,0.5146463 -0.50665694 1.6417582,0.53625053 -0.4821801 1.5526465,0.54443765 -0.37609035 1.5570339,0.5238591 -0.456505 1.5137453,0.007033192 -0.61529213 1.5964833,0.0016870899 -0.5508372 1.4841597,0.26182127 -0.45794058 1.4574882,0.49020565 -0.4225965 1.4707683,0.58375555 -0.4619657 1.4826101,0.6866185 -0.48018813 1.4759272,0.59073377 -0.48490545 1.4470677,0.055449404 -0.1735128 1.8449645,0.091552734 0.20385362 1.954366,0.018468596 0.54533356 2.0966249,0.144513 0.6691307 2.1502697,-0.036858533 -0.13189021 1.7072885,-0.025673822 0.26136947 1.7310449,-0.067513734 0.62912416 1.8216023,0.02312594 0.7619964 1.7669482,0.028799534 -0.73383826 1.5929692,0.17946854 -0.7807197 1.5794652,0.14462994 -0.8150708 1.604949,0.038725384 -0.80197674 1.6699377,0.1453351 -0.8086104 1.553831,0.025981702 -0.7927092 1.5071756
0.004759059 -0.14887744 1.7742198,0.01632314 -0.31455052 1.7169732,0.022050075 -0.44790667 1.6733191,0.015365979 -0.65537554 1.6222306,0.026175817 -0.629266 1.6613545,0.092067696 -0.63469195 1.7856177,0.3316333 -0.5079608 1.8098047,0.5129935 -0.48424292 1.6730537,0.5422341 -0.49528515 1.5835397,0.5426363 -0.39199445 1.5580301,0.5204109 -0.46267182 1.5325129,0.004844211 -0.6130498 1.6007509,0.00305317 -0.54901433 1.488216,0.26386008 -0.45941874 1.4596195,0.49130255 -0.41770694 1.4633235,0.58253455 -0.45945036 1.4821969,0.6847521 -0.4815466 1.4818804,0.59144926 -0.4858994 1.4551916,0.05363774 -0.17040265 1.8463881,0.09200882 0.20620829 1.956275,0.016141102 0.5463015 2.099451,0.14196129 0.6696757 2.1539886,-0.039317 -0.12946722 1.7091424,-0.022937236 0.26367572 1.7239512,-0.06846102 0.6288116 1.8215399,0.022827424 0.76129377 1.7675217,0.025376983 -0.73173976 1.5990433,0.17865956 -0.76684946 1.5815586,0.14685751 -0.8046424 1.606007,0.041468076 -0.80202186 1.6728461,0.14625022 -0.79605174 1.5552517,0.025419623 -0.78701586 1.5109618
-0.00701324 -0.1391464 1.7830113,0.009084978 -0.30396453 1.7243415,0.019586142 -0.43639445 1.678741,0.022606984 -0.64309764 1.6242034,0.030666381 -0.617296 1.6641928,0.0887137 -0.6260696 1.7921424,0.33049756 -0.5075099 1.8313911,0.516873 -0.48137584 1.7019718,0.5481027 -0.49015412 1.6128671,0.542757 -0.39746803 1.5608722,0.5171298 -0.46423662 1.5601295,0.011600743 -0.6007962 1.6029052,0.010450959 -0.5421583 1.4874392,0.27282315 -0.4552911 1.4650825,0.49983126 -0.41233143 1.4759934,0.58809257 -0.4617163 1.4899837,0.68506926 -0.48734742 1.5196168,0.6030036 -0.48765734 1.4615031,0.03958728 -0.16080618 1.8566457,0.09812451 0.21234593 1.9695778,0.006957993 0.5534595 2.10105,0.14092478 0.6709974 2.1487224,-0.049034975 -0.119614825 1.716612,-0.019474689 0.27294147 1.7272958,-0.069917426 0.6379919 1.8229555,0.024006352 0.7661884 1.7633369,0.03637346 -0.7186743 1.6003356,0.1938191 -0.73358554 1.6057067,0.16396272 -0.774026 1.6283194,0.050772257 -0.78224146 1.6803353,0.16937795 -0.76822484 1.5774474,0.055758506 -0.7779127 1.5170795
-0.008268973 -0.1380221 1.7839411,0.007812026 -0.30258352 1.7253872,0.018696668 -0.43470025 1.67966,0.024583973 -0.6410357 1.6253043,0.032336254 -0.61514133 1.6652013,0.09089129 -0.62360966 1.7926917,0.3234938 -0.49344862 1.8453577,0.5098518 -0.4631454 1.7174758,0.54590034 -0.4842347 1.6325111,0.54094154 -0.4045455 1.5624285,0.5146085 -0.46531194 1.5745156,0.012945174 -0.59897596 1.6040413,0.010340744 -0.541955 1.4880227,0.27192968 -0.45373386 1.4673496,0.4978794 -0.44436178 1.5140953,0.5956451 -0.47318375 1.5125209,0.69699264 -0.48497623 1.534752,0.614741 -0.48259288 1.4761267,0.038264237 -0.15963322 1.8574572,0.09747073 0.21213746 1.9723788,0.0069124773 0.55249393 2.104506,0.14070484 0.671021 2.1489697,-0.05023001 -0.11853439 1.7176485,-0.019715909 0.27334735 1.7271402,-0.069939874 0.63800895 1.8219718,0.023410914 0.76624537 1.7623116,0.03936921 -0.71629745 1.6014844,0.19733882 -0.71392006 1.6019578,0.1728464 -0.75804514 1.623902,0.06309948 -0.7803353 1.6786208,0.17598805 -0.75005555 1.5732192,0.06244871 -0.77023065 1.5158077
-0.024827264 -0.13140687 1.7871885,-0.0044477247 -0.29589298 1.7284508,0.012845246 -0.42707264 1.6809614,0.03285519 -0.6318851 1.6222903,0.038069192 -0.606404 1.6630026,0.098574705 -0.6114654 1.7901491,0.31943446 -0.4522943 1.781586,0.4631006 -0.4040659 1.6104286,0.47692773 -0.40444332 1.5165316,0.43893892 -0.35177663 1.6009468,0.49547762 -0.386496 1.486811,0.019085985 -0.59005064 1.6015866,0.023136873 -0.5323978 1.4855622,0.28163436 -0.43230328 1.4720868,0.50023365 -0.44753975 1.5467494,0.59704655 -0.47252426 1.525626,0.7010859 -0.48347813 1.5294744,0.60741895 -0.47992027 1.4780387,0.021265224 -0.15222536 1.8614796,0.10120384 0.21592002 1.9788578,0.0018812716 0.55396557 2.1132717,0.13637017 0.6751258 2.1497176,-0.06639089 -0.11263393 1.720197,-0.015848935 0.27826983 1.7221084,-0.0702142 0.6423434 1.8206447,0.024288386 0.7703182 1.7610354,0.052888066 -0.7057203 1.5971991,0.20825468 -0.6789835 1.5819952,0.1930483 -0.7277353 1.6028662,0.094253086 -0.77008444 1.6665761,0.18934666 -0.7162477 1.5527664,0.074066184 -0.75022596 1.5055121
-0.03384789 -0.12479065 1.7935301,-0.00921664 -0.2871316 1.7323496,0.011277689 -0.41663 1.6830143,0.04211251 -0.6199101 1.6264794,0.04661718 -0.5937435 1.6666367,0.10624955 -0.5955714 1.793736,0.3255229 -0.4361 1.7812555,0.4550498 -0.38826025 1.6000689,0.43873906 -0.37347338 1.50809,0.46981007 -0.3644731 1.6091689,0.42836654 -0.36799592 1.473399,0.025520429 -0.5793723 1.6056675,0.021844719 -0.5217279 1.4901351,0.2795648 -0.42355374 1.469552,0.50461805 -0.37693888 1.4894183,0.5958149 -0.421432 1.497989,0.6977566 -0.44268566 1.4917974,0.603638 -0.43647754 1.460141,0.012528263 -0.14554746 1.8672788,0.10429662 0.21955587 1.9807925,0.0017090664 0.5559805 2.1130958,0.13596837 0.6757349 2.1516917,-0.07566731 -0.10607332 1.7270277,-0.013424281 0.28153995 1.7145236,-0.07152094 0.6417496 1.8197384,0.020043708 0.7702855 1.7584713,0.06589736 -0.6924867 1.6019033,0.21916139 -0.65746284 1.5880328,0.20649832 -0.70767 1.6065022,0.11042713 -0.75769174 1.6679155,0.20212504 -0.69406813 1.5571778,0.088968456 -0.7313482 1.5085369
-0.048698783 -0.09656679 1.8043758,-0.018155897 -0.25421733 1.7438653,0.011559218 -0.37801936 1.6927674,0.052826453 -0.5748105 1.6363788,0.058639627 -0.5483333 1.6749526,0.13403912 -0.5438946 1.7898536,0.35283148 -0.3973347 1.7537471,0.46550468 -0.3453543 1.568345,0.42988175 -0.351076 1.483039,0.474709 -0.3179925 1.5707802,0.42582232 -0.36622244 1.453373,0.031627256 -0.53685653 1.6172574,0.005116934 -0.49230343 1.5018723,0.25340566 -0.3868218 1.4778187,0.46119505 -0.39574838 1.5660406,0.5500858 -0.41330543 1.5243771,0.64878213 -0.40874988 1.4983925,0.54694337 -0.43532002 1.4770479,-0.0033453703 -0.11564739 1.8769796,0.14542909 0.2223029 1.9862373,0.00913763 0.5437478 2.1025562,0.12643111 0.6727846 2.1479745,-0.08959594 -0.07936098 1.7389058,0.009979725 0.28953606 1.6946102,-0.06762232 0.63546395 1.8068974,0.01886841 0.7698887 1.7628977,0.07959379 -0.64412475 1.6108301,0.22832406 -0.60479945 1.5959096,0.2177456 -0.654319 1.6141984,0.12587935 -0.7063244 1.6752325,0.21260951 -0.64125997 1.5659055,0.1026951 -0.68160355 1.5192813
