Pelvis,SpineNavel,SpineChest,Neck,ClavicleLeft,ShoulderLeft,ElbowLeft,WristLeft,HandLeft,HandTipLeft,ThumbLeft,ClavicleRight,ShoulderRight,ElbowRight,WristRight,HandRight,HandTipRight,ThumbRight,HipLeft,KneeLeft,AnkleLeft,FootLeft,HipRight,KneeRight,AnkleRight,FootRight,Head,Nose,EyeLeft,EarLeft,EyeRight,EarRight
0.48061323 -0.06694222 1.4256722,0.55930597 -0.17682126 1.3110625,0.62792987 -0.26239553 1.2214125,0.7713436 -0.3768211 1.1080933,0.7517599 -0.3788701 1.1526184,0.77144057 -0.41682947 1.2880172,0.7908893 -0.27732646 1.5236027,0.9176091 -0.08660062 1.4983407,0.9540781 -0.071793675 1.4111706,0.8543403 -0.10819638 1.3954785,0.8400061 -0.16320813 1.4244726,0.74201995 -0.33826727 1.100421,0.7252883 -0.22834107 1.0318708,0.77139294 0.045589596 1.0643352,0.917027 0.17544614 1.1922123,1.0049449 0.20178692 1.145501,0.9893293 0.10152343 1.1166468,0.8851009 0.11060446 1.0714787,0.4840183 -0.13109282 1.4895129,0.40817156 0.2059558 1.6863942,0.25667167 0.49625027 1.8792471,0.31958073 0.6410856 1.977685,0.47754273 -0.0090948045 1.3681042,0.56251496 0.37001413 1.4507644,0.5014888 0.7175584 1.602285,0.6051161 0.8522252 1.6231658,0.83434206 -0.41135374 1.0703856,0.9199906 -0.5457914 1.0784614,0.86564106 -0.5496636 1.0895051,0.777552 -0.4713084 1.1337335,0.88443327 -0.5443113 1.0413896,0.81923324 -0.45308566 0.9753372
0.49677143 -0.062590905 1.4141216,0.57569236 -0.17421126 1.3022193,0.64259773 -0.26175994 1.2138691,0.77055645 -0.3786957 1.0867044,0.75595987 -0.38021576 1.1329687,0.7896501 -0.42293352 1.2636524,0.81477654 -0.30406055 1.5088426,0.93326885 -0.107322186 1.5073493,0.95371294 -0.07153974 1.4213626,0.8536792 -0.10159994 1.3981599,0.8434239 -0.16144785 1.4260311,0.7412813 -0.33981472 1.0820463,0.70685154 -0.23723325 1.0095868,0.73159534 0.037761718 1.0483934,0.8694708 0.17772754 1.172862,0.96956074 0.19736455 1.1611555,0.98943895 0.102101095 1.1212678,0.886732 0.100139804 1.0582974,0.50444686 -0.123521075 1.4803114,0.41629943 0.20835473 1.6784039,0.26657575 0.49903923 1.8697664,0.33459562 0.6456157 1.9608829,0.48985016 -0.007647485 1.3544353,0.5674139 0.37089193 1.4410714,0.51735574 0.7246977 1.5784962,0.62598956 0.8548706 1.5981091,0.8283292 -0.41432756 1.0427078,0.926862 -0.5389713 1.0513215,0.8764915 -0.5449908 1.0736498,0.7913147 -0.4675549 1.1237222,0.8849989 -0.54579246 1.0225868,0.7996218 -0.47105643 0.95967394
0.5038965 -0.06680807 1.4082097,0.5817912 -0.17821974 1.2973278,0.64879525 -0.26533377 1.2102039,0.7834993 -0.38055944 1.0912408,0.7657444 -0.38271374 1.1359963,0.7888483 -0.42466903 1.268151,0.80354595 -0.3149997 1.5163319,0.9321351 -0.12664261 1.5167617,0.9502905 -0.076299444 1.4386507,0.85452825 -0.10027376 1.3993562,0.842885 -0.16163215 1.4258622,0.75518656 -0.34157667 1.0852499,0.73109424 -0.23101476 1.0226551,0.7418629 0.042474538 1.0644282,0.862552 0.19116494 1.1935183,0.95897007 0.20772803 1.1648301,0.9880136 0.11138021 1.136888,0.88486266 0.11284732 1.0738108,0.5084198 -0.12836683 1.4732401,0.42579478 0.20252183 1.6698325,0.27683288 0.49353102 1.8560007,0.3440846 0.6413459 1.9429612,0.4998176 -0.011297822 1.3495688,0.5653228 0.36603475 1.4387796,0.5198859 0.7186302 1.5734642,0.630983 0.845587 1.5897285,0.84352016 -0.41577336 1.0511242,0.9340474 -0.54524887 1.053795,0.88220173 -0.5505135 1.0715004,0.7979369 -0.47423398 1.122686,0.8945649 -0.54669094 1.0217446,0.81880075 -0.46176982 0.961359
0.5322821 -0.055922803 1.3860724,0.60666484 -0.16864553 1.2782295,0.6665392 -0.25861824 1.1921475,0.7975602 -0.37181896 1.0727645,0.7794319 -0.374939 1.1165391,0.80042565 -0.42020664 1.2457193,0.806072 -0.321778 1.4946051,0.934183 -0.13848452 1.51638,0.9479817 -0.0797309 1.4452522,0.85528755 -0.099070884 1.400634,0.84357935 -0.16140065 1.4262809,0.77083445 -0.33245802 1.0678409,0.7486646 -0.22206885 1.0082332,0.74517757 0.045237035 1.062426,0.85134125 0.19124657 1.2009169,0.94605416 0.21313845 1.1756556,0.98476124 0.121903725 1.1480114,0.88349307 0.11877979 1.0817478,0.5328258 -0.11679658 1.4500759,0.45517707 0.20771277 1.6477289,0.32153022 0.4999746 1.8323665,0.380574 0.6471524 1.9206164,0.5317918 -0.0010302328 1.3283578,0.5758733 0.3691458 1.4337398,0.51908284 0.713423 1.5698383,0.6193632 0.8426896 1.6032115,0.8562163 -0.4068165 1.0328066,0.9457303 -0.53383917 1.0419714,0.8944042 -0.53850085 1.0588214,0.8103912 -0.4616753 1.1048808,0.9073328 -0.5366756 1.0098845,0.8333754 -0.45575663 0.9459141
0.5360243 -0.055312313 1.3863498,0.60866076 -0.16764465 1.2775013,0.66893923 -0.25665224 1.1911688,0.79928625 -0.3706692 1.0726135,0.78130186 -0.3734209 1.1163628,0.8010572 -0.41659394 1.2461392,0.8037581 -0.32026106 1.4952835,0.9350638 -0.140255 1.5202949,0.94732064 -0.081764445 1.4489279,0.85581976 -0.097888224 1.4011979,0.8453737 -0.16041991 1.4269881,0.7726401 -0.33140767 1.0674559,0.7523787 -0.22042228 1.008862,0.74502665 0.04560761 1.0659577,0.84637344 0.189799 1.2090915,0.9401969 0.21533018 1.1847922,0.98372376 0.12759812 1.1539733,0.8833621 0.12318902 1.0879446,0.53803045 -0.11596133 1.4502788,0.46042424 0.20801286 1.6472113,0.32287836 0.4981557 1.830746,0.38342312 0.64991856 1.908837,0.5342152 -0.00062242895 1.3287022,0.5783337 0.3690824 1.4326934,0.52197695 0.7113738 1.5717628,0.6242815 0.84056777 1.5963433,0.85768783 -0.40595958 1.0328734,0.9459398 -0.5334523 1.0421427,0.89467657 -0.53766364 1.0589329,0.81146455 -0.46027204 1.1048039,0.907618 -0.53598046 1.0101055,0.83453137 -0.45465562 0.94618315
0.536025 -0.055312514 1.3863502,0.6086614 -0.16764474 1.2775016,0.66894084 -0.25665188 1.1911693,0.79929125 -0.37066782 1.0726169,0.7813057 -0.37341985 1.1163657,0.80105746 -0.41659376 1.2461423,0.8037511 -0.3202628 1.4952874,0.9350556 -0.14025673 1.5203041,0.94731474 -0.08176548 1.448938,0.8558154 -0.097888775 1.4012051,0.8453685 -0.1604207 1.4269942,0.77264524 -0.3314063 1.0674589,0.752387 -0.22041947 1.0088668,0.74503535 0.045609087 1.0659683,0.8463784 0.18979658 1.2091087,0.9402028 0.21532759 1.1848131,0.98373 0.12759589 1.153994,0.88337064 0.123188935 1.0879616,0.53803116 -0.11596158 1.450279,0.4604254 0.20801216 1.6472123,0.32288003 0.49815476 1.8307475,0.38342497 0.6499173 1.9088386,0.5342159 -0.0006225854 1.3287027,0.5783352 0.36908156 1.4326952,0.5219794 0.7113725 1.5717657,0.62428415 0.84056616 1.5963467,0.857694 -0.40595788 1.0328783,0.9459459 -0.5334504 1.0421492,0.8946822 -0.537662 1.0589378,0.8114687 -0.46027097 1.1048069,0.9076251 -0.5359785 1.0101109,0.83454 -0.4546535 0.946187
0.5360656 -0.055298954 1.386376,0.608694 -0.16762611 1.277519,0.66899407 -0.2566194 1.1911883,0.79942864 -0.3705875 1.0726854,0.7814185 -0.3733523 1.1164228,0.80110323 -0.41655427 1.2461991,0.8036355 -0.32028994 1.4953697,0.93489164 -0.14026932 1.5205204,0.9472002 -0.08175081 1.4491862,0.8557393 -0.097862445 1.4013773,0.84527856 -0.16040549 1.4271343,0.77277976 -0.3313291 1.067521,0.7525695 -0.22031021 1.008975,0.7451633 0.04568097 1.0662336,0.8463828 0.18980157 1.2095262,0.9402208 0.21535811 1.185313,0.98378146 0.12764972 1.1544772,0.88346964 0.123267494 1.0883689,0.5380709 -0.11595188 1.4503003,0.4605206 0.20799969 1.6472863,0.32305175 0.49814475 1.8308696,0.38367528 0.6499205 1.9088709,0.5342573 -0.0006055385 1.3287326,0.57842916 0.36907384 1.4327803,0.522139 0.7113535 1.5718979,0.6244613 0.84052837 1.5964968,0.857859 -0.4058593 1.0329722,0.94612944 -0.53333616 1.0422635,0.8948573 -0.5375616 1.0590215,0.81160325 -0.46019801 1.1048608,0.9078278 -0.53586394 1.0102028,0.8347645 -0.45453832 0.9462567
0.53606963 -0.055298906 1.3863789,0.6086971 -0.1676252 1.2775216,0.66900146 -0.25661594 1.1911925,0.7994516 -0.37057745 1.072702,0.78143626 -0.373344 1.116437,0.80110586 -0.41654992 1.2462136,0.80360585 -0.3202951 1.4953866,0.934855 -0.140274 1.520561,0.9471725 -0.08175239 1.4492314,0.85571873 -0.09786265 1.4014095,0.84525526 -0.16040665 1.427162,0.7728029 -0.33131948 1.0675359,0.752605 -0.22029474 1.0089982,0.74519783 0.045689493 1.0662827,0.8463992 0.18979326 1.2096032,0.94024074 0.21535 1.1854061,0.98380375 0.12764409 1.1545682,0.8835019 0.12327052 1.0884453,0.5380748 -0.11595191 1.4503026,0.46052998 0.2079963 1.6472925,0.32306984 0.49814087 1.8308793,0.38370374 0.6499157 1.9088724,0.53426147 -0.0006054267 1.3287361,0.5784388 0.36906984 1.4327891,0.52215534 0.71134686 1.571911,0.6244791 0.84051913 1.596512,0.8578871 -0.40584683 1.0329951,0.94615847 -0.5333216 1.042293,0.89488465 -0.53754854 1.0590446,0.81162393 -0.46018848 1.1048763,0.90786093 -0.5358491 1.0102276,0.8348042 -0.45452318 0.9462756
0.53606963 -0.055298906 1.3863789,0.6086971 -0.1676252 1.2775216,0.66900146 -0.25661594 1.1911925,0.7994516 -0.37057745 1.072702,0.78143626 -0.373344 1.116437,0.80110586 -0.41654992 1.2462136,0.80360585 -0.3202951 1.4953866,0.934855 -0.140274 1.520561,0.9471725 -0.08175239 1.4492314,0.85571873 -0.09786265 1.4014095,0.84525526 -0.16040665 1.427162,0.7728029 -0.33131948 1.0675359,0.752605 -0.22029474 1.0089982,0.74519783 0.045689493 1.0662827,0.8463992 0.18979326 1.2096032,0.94024074 0.21535 1.1854061,0.98380375 0.12764409 1.1545682,0.8835019 0.12327052 1.0884453,0.5380748 -0.11595191 1.4503026,0.46052998 0.2079963 1.6472925,0.32306984 0.49814087 1.8308793,0.38370374 0.6499157 1.9088724,0.53426147 -0.0006054267 1.3287361,0.5784388 0.36906984 1.4327891,0.52215534 0.71134686 1.571911,0.6244791 0.84051913 1.596512,0.8578871 -0.40584683 1.0329951,0.94615847 -0.5333216 1.042293,0.89488465 -0.53754854 1.0590446,0.81162393 -0.46018848 1.1048763,0.90786093 -0.5358491 1.0102276,0.8348042 -0.45452318 0.9462756
0.53606963 -0.055298906 1.3863789,0.6086971 -0.1676252 1.2775216,0.66900146 -0.25661594 1.1911925,0.7994516 -0.37057745 1.072702,0.78143626 -0.373344 1.116437,0.80110586 -0.41654992 1.2462136,0.80360585 -0.3202951 1.4953866,0.934855 -0.140274 1.520561,0.9471725 -0.08175239 1.4492314,0.85571873 -0.09786265 1.4014095,0.84525526 -0.16040665 1.427162,0.7728029 -0.33131948 1.0675359,0.752605 -0.22029474 1.0089982,0.74519783 0.045689493 1.0662827,0.8463992 0.18979326 1.2096032,0.94024074 0.21535 1.1854061,0.98380375 0.12764409 1.1545682,0.8835019 0.12327052 1.0884453,0.5380748 -0.11595191 1.4503026,0.46052998 0.2079963 1.6472925,0.32306984 0.49814087 1.8308793,0.38370374 0.6499157 1.9088724,0.53426147 -0.0006054267 1.3287361,0.5784388 0.36906984 1.4327891,0.52215534 0.71134686 1.571911,0.6244791 0.84051913 1.596512,0.8578871 -0.40584683 1.0329951,0.94615847 -0.5333216 1.042293,0.89488465 -0.53754854 1.0590446,0.81162393 -0.46018848 1.1048763,0.90786093 -0.5358491 1.0102276,0.8348042 -0.45452318 0.9462756
0.53606963 -0.055298906 1.3863789,0.6086971 -0.1676252 1.2775216,0.66900146 -0.25661594 1.1911925,0.7994516 -0.37057745 1.072702,0.78143626 -0.373344 1.116437,0.80110586 -0.41654992 1.2462136,0.80360585 -0.3202951 1.4953866,0.934855 -0.140274 1.520561,0.9471725 -0.08175239 1.4492314,0.85571873 -0.09786265 1.4014095,0.84525526 -0.16040665 1.427162,0.7728029 -0.33131948 1.0675359,0.752605 -0.22029474 1.0089982,0.74519783 0.045689493 1.0662827,0.8463992 0.18979326 1.2096032,0.94024074 0.21535 1.1854061,0.98380375 0.12764409 1.1545682,0.8835019 0.12327052 1.0884453,0.5380748 -0.11595191 1.4503026,0.46052998 0.2079963 1.6472925,0.32306984 0.49814087 1.8308793,0.38370374 0.6499157 1.9088724,0.53426147 -0.0006054267 1.3287361,0.5784388 0.36906984 1.4327891,0.52215534 0.71134686 1.571911,0.6244791 0.84051913 1.596512,0.8578871 -0.40584683 1.0329951,0.94615847 -0.5333216 1.042293,0.89488465 -0.53754854 1.0590446,0.81162393 -0.46018848 1.1048763,0.90786093 -0.5358491 1.0102276,0.8348042 -0.45452318 0.9462756
0.53606963 -0.055298906 1.3863789,0.6086971 -0.1676252 1.2775216,0.66900146 -0.25661594 1.1911925,0.7994516 -0.37057745 1.072702,0.78143626 -0.373344 1.116437,0.80110586 -0.41654992 1.2462136,0.80360585 -0.3202951 1.4953866,0.934855 -0.140274 1.520561,0.9471725 -0.08175239 1.4492314,0.85571873 -0.09786265 1.4014095,0.84525526 -0.16040665 1.427162,0.7728029 -0.33131948 1.0675359,0.752605 -0.22029474 1.0089982,0.74519783 0.045689493 1.0662827,0.8463992 0.18979326 1.2096032,0.94024074 0.21535 1.1854061,0.98380375 0.12764409 1.1545682,0.8835019 0.12327052 1.0884453,0.5380748 -0.11595191 1.4503026,0.46052998 0.2079963 1.6472925,0.32306984 0.49814087 1.8308793,0.38370374 0.6499157 1.9088724,0.53426147 -0.0006054267 1.3287361,0.5784388 0.36906984 1.4327891,0.52215534 0.71134686 1.571911,0.6244791 0.84051913 1.596512,0.8578871 -0.40584683 1.0329951,0.94615847 -0.5333216 1.042293,0.89488465 -0.53754854 1.0590446,0.81162393 -0.46018848 1.1048763,0.90786093 -0.5358491 1.0102276,0.8348042 -0.45452318 0.9462756
0.54206365 -0.049081393 1.3824397,0.6129316 -0.16343352 1.278906,0.67393464 -0.2533763 1.1976218,0.81054735 -0.36870897 1.0941253,0.78669554 -0.372162 1.1340549,0.78524613 -0.41779223 1.2621883,0.7744447 -0.27912855 1.4853415,0.9125289 -0.11705449 1.5434006,0.9597431 -0.07825148 1.4751335,0.8727649 -0.08246301 1.4204674,0.85325134 -0.15631756 1.4351587,0.7877536 -0.32815722 1.0875478,0.7850315 -0.21051808 1.0449722,0.7366514 -0.015082881 1.2217405,0.746724 0.10931519 1.4071338,0.8157473 0.17980267 1.406769,0.9102506 0.166987 1.3733255,0.81643546 0.07484737 1.296174,0.54025257 -0.10791516 1.4461814,0.46921775 0.20900816 1.6452342,0.332233 0.49341428 1.8265696,0.38764748 0.64790505 1.8961257,0.5436968 0.0039716065 1.3249611,0.57983726 0.3676493 1.4309261,0.5257572 0.70612085 1.564528,0.6249687 0.83495104 1.5859356,0.87081766 -0.4054926 1.0616286,0.9482419 -0.5365652 1.0473448,0.8965957 -0.54011303 1.0598601,0.8170513 -0.46917665 1.1163548,0.9127096 -0.52911794 1.0140947,0.850818 -0.43181133 0.9667284
0.5449158 -0.042789634 1.3739468,0.61249304 -0.1571371 1.2712358,0.66967267 -0.24768963 1.1903125,0.8130552 -0.35226008 1.0890449,0.7874513 -0.358598 1.1268895,0.7848356 -0.40902644 1.2515908,0.77286357 -0.28656727 1.4807181,0.89520216 -0.11899556 1.548545,0.95040077 -0.07909086 1.4887661,0.8747932 -0.084675506 1.420988,0.8522775 -0.15670058 1.434381,0.7898669 -0.3123493 1.0836859,0.7878236 -0.1928271 1.051608,0.73668873 -0.01366739 1.2400473,0.7225399 0.08824516 1.4356875,0.78080064 0.16576137 1.4465609,0.8749923 0.15940633 1.4137107,0.79837453 0.08330074 1.3233391,0.53796047 -0.10218383 1.4354938,0.47756353 0.21231614 1.6339792,0.34251755 0.4913109 1.8172224,0.388018 0.6427853 1.8951375,0.5511877 0.01076873 1.3184471,0.5885134 0.37110096 1.4205085,0.52358377 0.7010889 1.5593889,0.61237156 0.83338356 1.5898627,0.8752448 -0.3852694 1.0581726,0.9544088 -0.5140527 1.0538882,0.90241134 -0.51806265 1.0613096,0.81782204 -0.44807336 1.1080089,0.9225452 -0.507728 1.0176169,0.86501163 -0.41314298 0.96331704
0.54415625 -0.04163056 1.3729005,0.611536 -0.15570606 1.2701392,0.6689997 -0.24591696 1.1893454,0.8180463 -0.33903685 1.0856811,0.7923813 -0.34820247 1.1228203,0.79231733 -0.40202716 1.245917,0.773634 -0.29105338 1.479982,0.8888174 -0.11882104 1.5476851,0.94556797 -0.077538624 1.4905443,0.87498033 -0.083436474 1.4177748,0.85342073 -0.15695244 1.4308041,0.793108 -0.3001011 1.0817606,0.78529423 -0.17878202 1.0594734,0.73827094 0.006403938 1.2425635,0.7295801 0.10917971 1.4377226,0.7897498 0.18521175 1.447394,0.88019705 0.16649482 1.4095422,0.7974807 0.09341524 1.3240032,0.53725725 -0.10101353 1.434298,0.4772462 0.2131681 1.6324092,0.3427522 0.49186778 1.8155229,0.38783962 0.64293414 1.893914,0.55037737 0.0119176805 1.3175356,0.58787245 0.37159464 1.419915,0.5238654 0.70110667 1.5590273,0.61264575 0.83246356 1.592254,0.8819684 -0.36769596 1.0542734,0.9627732 -0.49527624 1.0550781,0.9104974 -0.4999768 1.0585885,0.8219061 -0.43147245 1.0992554,0.9336489 -0.48909667 1.0166348,0.8791619 -0.3949778 0.9588819
0.54415774 -0.041613992 1.3728285,0.6115386 -0.15570007 1.2700702,0.66889364 -0.24595074 1.1892358,0.8176042 -0.33933705 1.0853149,0.79202956 -0.34842885 1.1225364,0.79226524 -0.4020674 1.2457192,0.7741697 -0.2908671 1.479733,0.88953865 -0.11855805 1.5469476,0.94613385 -0.07733479 1.4896054,0.8753355 -0.08331986 1.4170431,0.8538108 -0.15682139 1.4302098,0.79268306 -0.30038765 1.0814018,0.78485334 -0.17915359 1.0586388,0.7384483 0.007094279 1.2408205,0.7303785 0.11088047 1.4354796,0.7906689 0.18688804 1.444611,0.88099605 0.16785267 1.4066223,0.7979808 0.09441495 1.3216858,0.5372597 -0.100994974 1.4342322,0.4772457 0.21321973 1.6323149,0.34274918 0.49194857 1.815407,0.3878259 0.64299583 1.8938547,0.550378 0.011932448 1.317458,0.5878382 0.37164932 1.4197578,0.52376527 0.7011843 1.5588185,0.6125255 0.8325578 1.5920603,0.88142467 -0.36809054 1.0537807,0.962147 -0.49572933 1.0545723,0.90987575 -0.50038856 1.0582294,0.82143676 -0.4317567 1.099025,0.9329237 -0.48959035 1.0161957,0.8783454 -0.3955222 0.958437
0.5441611 -0.041609276 1.3728267,0.61154455 -0.15569933 1.2700701,0.6689002 -0.24595359 1.1892365,0.81760263 -0.3393636 1.0853187,0.7920226 -0.34845334 1.1225379,0.7922392 -0.40210217 1.2457186,0.7741315 -0.29093623 1.4797524,0.88951504 -0.118645534 1.5470004,0.94611967 -0.07741946 1.4896672,0.8753251 -0.083387166 1.4170974,0.85379136 -0.15688942 1.4302526,0.7926894 -0.30040812 1.0814065,0.7848958 -0.17916344 1.0586767,0.7386289 0.0070059593 1.24098,0.73066956 0.11067809 1.4357085,0.79099834 0.18665397 1.4448669,0.881306 0.16760089 1.4068364,0.7982276 0.09425202 1.32188,0.5372617 -0.10099004 1.4342325,0.47724056 0.21323754 1.6323043,0.34273577 0.49197614 1.8153869,0.38780504 0.64303243 1.8938279,0.55038255 0.011936974 1.3174543,0.5878371 0.37166363 1.4197443,0.523752 0.70120585 1.5587974,0.6125101 0.8325829 1.5920439,0.8814209 -0.36812818 1.0537869,0.9621183 -0.49578565 1.0545748,0.909845 -0.5004345 1.0582274,0.8214153 -0.43178675 1.0990218,0.93289894 -0.48963746 1.0161955,0.87834394 -0.39555195 0.958439
0.54415834 -0.04160662 1.3728179,0.6115428 -0.15569815 1.2700624,0.66889125 -0.24595585 1.1892266,0.81757104 -0.3393858 1.0852927,0.7919969 -0.3484701 1.1225176,0.79223293 -0.40210548 1.2457048,0.7741654 -0.2909216 1.4797344,0.8895632 -0.118625745 1.5469478,0.94615835 -0.07740492 1.4896009,0.8753504 -0.08337803 1.417044,0.8538181 -0.15687925 1.4302092,0.7926592 -0.30042922 1.0813806,0.7848657 -0.1791902 1.0586178,0.73864126 0.007053137 1.240858,0.7307232 0.11079643 1.4355513,0.79105955 0.1867714 1.444672,0.8813596 0.16769771 1.4066327,0.7982607 0.094324075 1.3217168,0.5372589 -0.10098693 1.4342246,0.47723186 0.21324769 1.6322865,0.34271866 0.49198958 1.8153609,0.38778287 0.64305097 1.8937967,0.5503799 0.011939216 1.3174447,0.58782923 0.37167028 1.419727,0.52373695 0.7012154 1.5587741,0.6124929 0.83259463 1.592021,0.8813825 -0.36815748 1.0537529,0.9620734 -0.49581984 1.0545409,0.9098002 -0.50046545 1.0582029,0.821381 -0.43180802 1.0990052,0.9328475 -0.48967427 1.0161659,0.8782874 -0.39559168 0.9584083
0.54415745 -0.04160608 1.3728161,0.611542 -0.15569781 1.2700605,0.6688884 -0.24595629 1.189224,0.8175624 -0.33939064 1.0852853,0.79198986 -0.34847373 1.1225116,0.79223126 -0.40210614 1.2457002,0.7741745 -0.29091838 1.4797292,0.889576 -0.11862132 1.5469339,0.9461685 -0.07740161 1.4895834,0.87535703 -0.083375946 1.41703,0.8538252 -0.15687695 1.4301975,0.7926508 -0.30043378 1.0813735,0.7848567 -0.17919612 1.0586029,0.73864263 0.007064372 1.2408286,0.7307351 0.11082433 1.4355137,0.79107296 0.18679935 1.4446251,0.881371 0.16772123 1.4065831,0.7982671 0.09434145 1.3216772,0.537258 -0.10098639 1.4342229,0.47723055 0.21324903 1.632284,0.34271687 0.49199146 1.8153579,0.3877805 0.6430532 1.8937938,0.5503789 0.01193976 1.3174428,0.5878274 0.37167156 1.4197241,0.52373326 0.7012168 1.558771,0.6124886 0.83259654 1.5920184,0.8813721 -0.36816385 1.0537431,0.9620616 -0.49582732 1.0545304,0.9097884 -0.5004722 1.058195,0.82137185 -0.43181264 1.0989999,0.932834 -0.48968226 1.0161566,0.8782723 -0.39560032 0.9583992
0.54415745 -0.04160608 1.3728161,0.611542 -0.15569781 1.2700605,0.6688884 -0.24595629 1.189224,0.8175624 -0.33939064 1.0852853,0.79198986 -0.34847373 1.1225116,0.79223126 -0.40210614 1.2457002,0.7741745 -0.29091838 1.4797292,0.889576 -0.11862132 1.5469339,0.9461685 -0.07740161 1.4895834,0.87535703 -0.083375946 1.41703,0.8538252 -0.15687695 1.4301975,0.7926508 -0.30043378 1.0813735,0.7848567 -0.17919612 1.0586029,0.73864263 0.007064372 1.2408286,0.7307351 0.11082433 1.4355137,0.79107296 0.18679935 1.4446251,0.881371 0.16772123 1.4065831,0.7982671 0.09434145 1.3216772,0.537258 -0.10098639 1.4342229,0.47723055 0.21324903 1.632284,0.34271687 0.49199146 1.8153579,0.3877805 0.6430532 1.8937938,0.5503789 0.01193976 1.3174428,0.5878274 0.37167156 1.4197241,0.52373326 0.7012168 1.558771,0.6124886 0.83259654 1.5920184,0.8813721 -0.36816385 1.0537431,0.9620616 -0.49582732 1.0545304,0.9097884 -0.5004722 1.058195,0.82137185 -0.43181264 1.0989999,0.932834 -0.48968226 1.0161566,0.8782723 -0.39560032 0.9583992
0.53579503 -0.039439738 1.3633803,0.6033934 -0.15487286 1.2620345,0.6562168 -0.24738885 1.1804774,0.79290885 -0.35661867 1.0751498,0.7676873 -0.36240998 1.113311,0.76375043 -0.4177888 1.23579,0.7673424 -0.29665333 1.4657665,0.8921969 -0.13563614 1.5437918,0.94348747 -0.08019573 1.493784,0.8751116 -0.08188386 1.418592,0.85244936 -0.15876785 1.4266849,0.77149034 -0.315633 1.0708253,0.77169096 -0.19590513 1.039686,0.74082726 -0.021785349 1.2368832,0.7385 0.08029336 1.4328179,0.7873066 0.16324416 1.448614,0.88059926 0.16620329 1.4129767,0.80419016 0.095613606 1.3145763,0.52131164 -0.099848844 1.4225259,0.4714355 0.21473837 1.6234477,0.34033024 0.49510744 1.8071251,0.38613728 0.6422508 1.8926072,0.5488553 0.015033811 1.3100461,0.58829355 0.37437892 1.4141272,0.522965 0.70184606 1.5582447,0.61214304 0.8325078 1.5937989,0.8529768 -0.3918845 1.042701,0.9607043 -0.49728128 1.0543388,0.91078925 -0.5133498 1.0590924,0.8086161 -0.46306115 1.0944918,0.9311571 -0.5015675 1.0159034,0.85704637 -0.42812896 0.95028985
0.53572774 -0.039330047 1.3631309,0.6033449 -0.15473196 1.2617911,0.65592706 -0.24727115 1.1801274,0.79202425 -0.3572295 1.0748289,0.76713073 -0.3626895 1.1132478,0.7635288 -0.41511285 1.2370155,0.76836497 -0.28990883 1.4647486,0.8933431 -0.12761782 1.5398171,0.94456613 -0.073343456 1.4884953,0.87520397 -0.07716196 1.4143058,0.8528534 -0.15409562 1.4239208,0.7704689 -0.31634787 1.0702586,0.76972765 -0.19759493 1.0356399,0.7398908 -0.013974756 1.2241492,0.7399712 0.09403422 1.4168661,0.7897661 0.17678723 1.4303885,0.8826058 0.17737654 1.3935015,0.8056759 0.10400056 1.2985048,0.5212714 -0.09973609 1.4222733,0.47132632 0.21484736 1.6231102,0.3401813 0.49518308 1.8067366,0.3860082 0.64252925 1.8918197,0.54876363 0.015140735 1.3097997,0.58737725 0.374688 1.4133487,0.52115345 0.7021086 1.557067,0.61002076 0.83304465 1.5923114,0.8519106 -0.39267513 1.0422595,0.96009845 -0.49755615 1.0540805,0.91028726 -0.51375073 1.0594008,0.80823314 -0.4634744 1.0951179,0.93025994 -0.50233436 1.0159357,0.8553629 -0.4298325 0.95019764
0.5351155 -0.039465062 1.3632203,0.6027638 -0.15492335 1.2620361,0.6558878 -0.24741074 1.1807212,0.79301405 -0.35856113 1.0781448,0.7674742 -0.36371353 1.116166,0.7609354 -0.41345814 1.2408783,0.763518 -0.28610092 1.4673756,0.8883554 -0.12420842 1.5433723,0.9420494 -0.0720222 1.4924526,0.87504643 -0.07571428 1.4161538,0.85237825 -0.15291934 1.426042,0.7717758 -0.31758866 1.073053,0.77284676 -0.1987356 1.0389018,0.74343467 -0.018527806 1.2306486,0.7440183 0.08437648 1.4260747,0.7927718 0.16757375 1.44046,0.88653165 0.17025776 1.406152,0.8068106 0.09986096 1.3059176,0.52058387 -0.09981568 1.4223692,0.47056103 0.21489702 1.6228049,0.33994925 0.49556893 1.8061187,0.38623244 0.6427312 1.8911806,0.54821926 0.014955744 1.309883,0.58659726 0.374515 1.4131311,0.52063334 0.70213795 1.5562733,0.6097633 0.8331174 1.590489,0.8532033 -0.39447567 1.0467134,0.9604329 -0.5004254 1.0571662,0.9104694 -0.516313 1.0618094,0.80859476 -0.46594834 1.0978122,0.9308378 -0.50418997 1.018735,0.8570144 -0.4297894 0.9539698
